name,polarity,factual,domain
Shared News Report,Questionable Sources,Low, http://sharednewsreport.com/
Sharia Watch UK,Questionable Sources,Very Low, https://shariawatch.org.uk
Shoals Today,Questionable Sources,Mixed, https://shoalstoday.com/
SHTFplan.com,Questionable Sources,Low, https://www.shtfplan.com/
Sick Chirpse,Questionable Sources,Very Low, https://www.sickchirpse.com/
SkepticInk,Questionable Sources,Mixed, https://skepticink.com/
SLO Reporter,Questionable Sources,Mixed, https://sloreporter.com/
Smoloko,Questionable Sources,Very Low, http://smoloko.com/
"Sohu,com",Questionable Sources,Mixed, https://www.sohu.com/
Solono Sun,Questionable Sources,Mixed, https://solanosun.com/
Sons of 1776,Questionable Sources,Low, https://sonsof1776.com/
Sotuh Lake Today,Questionable Sources,Mixed, https://www.ncregister.com/
South Africa Today,Questionable Sources,Mixed, https://southafricatoday.net
South Alabama Times,Questionable Sources,Mixed, https://southalabamatimes.com/
South Alameda News,Questionable Sources,Mixed, https://southalamedanews.com/
South Atlanta News,Questionable Sources,Mixed, https://southatlantanews.com/
South Bay Reader,Questionable Sources,Mixed, https://southbayleader.com/
South Bay SD News,Questionable Sources,Mixed, https://southbaysdnews.com/
South Birmingham Times,Questionable Sources,Mixed, https://southbirminghamtimes.com/
South Broward News,Questionable Sources,Mixed, https://southbrowardnews.com/
South Fulton Today,Questionable Sources,Mixed, https://southfultontoday.com/
South Georgia Times,Questionable Sources,Mixed, https://southgeorgiatimes.com/
South Gwinnett News,Questionable Sources,Mixed, https://southgwinnettnews.com/
South Jefferson County News,Questionable Sources,Mixed, https://southjeffconews.com/
South Miami-Dade News,Questionable Sources,Mixed, https://southmianews.com/
South News Castle News,Questionable Sources,Mixed, https://southnewcastlenews.com/
South OC Times,Questionable Sources,Mixed, https://southoctimes.com/
South Orlando News,Questionable Sources,Mixed, https://southorlandonews.com/
South Palm Beach Today,Questionable Sources,Mixed, https://southpalmbeachtoday.com/
South Pinellas Times,Questionable Sources,Mixed, https://southpinellastimes.com/
South Sacramento Today,Questionable Sources,Mixed, https://southsactoday.com/
South SF Bay News,Questionable Sources,Mixed, https://southsfbaynews.com/
South SFV Today,Questionable Sources,Mixed, https://southsfvtoday.com/
South SGV News,Questionable Sources,Mixed, https://southsgvnews.com/
SpeakGov.com,Questionable Sources,Low, https://www.speakgov.com/
Speech Point,Questionable Sources,Low, http://www.speech-point.com/
Speisa,Questionable Sources,Low, http://speisa.com/
Spinzon,Questionable Sources,Low, http://spinzon.com/
Spring Times,Questionable Sources,Mixed, https://springstimes.com/
Sputnik,Questionable Sources,Very Low, http://sputniknews.com/
Squawker,Questionable Sources,Low, https://squawker.org/
St. Pete Standard,Questionable Sources,Mixed, https://stpetestandard.com/
Stanislaus News,Questionable Sources,Mixed, https://stanislausnews.com/
Stares at the World,Questionable Sources,Low, http://www.staresattheworld.com/
State Fort,Questionable Sources,Very Low, http://statefort.com
State of the Nation,Questionable Sources,Low, http://stateofthenation.co/
Steadfast and Loyal,Questionable Sources,Low, https://steadfastandloyal.com/
Stone Cold Truth,Questionable Sources,Low, https://stonecoldtruth.com/
Stopping Socialism,Questionable Sources,Mixed, https://stoppingsocialism.com/
Stranger than Fiction News,Questionable Sources,Mixed, http://stfnreport.com/
Strategic Culture Foundation,Questionable Sources,Very Low, https://www.strategic-culture.org
Students for Trump,Questionable Sources,Mixed, https://trumpstudents.org/
Studio News Network,Questionable Sources,Mixed, https://studionewsnetwork.com
Subject Politics,Questionable Sources,Low, https://subjectpolitics.com/
Summit News,Questionable Sources,Low, https://summit.news
Sumter Times,Questionable Sources,Mixed, https://www.wbay.com/
Sunday Inquirer,Questionable Sources,Very Low, http://sundayinquirer.com/
Sunshine Sentinel,Questionable Sources,Mixed, https://sunshinesentinel.com/
Support Israel Now,Questionable Sources,Low, http://www.supportisraelnow.com/
Supreme Patriot,Questionable Sources,Low, http://supremepatriot.com/
Sure News,Questionable Sources,Low, http://www.surenews.com/
SurvivalBlog.com,Questionable Sources,Low, https://survivalblog.com/
Sussex Review,Questionable Sources,Mixed, https://sussexreview.com/
Svijmedia.com,Questionable Sources,Low, http://www.svijmedia.com
SW Alaska News,Questionable Sources,Mixed, https://swalaskanews.com/
SW Arizona News,Questionable Sources,Mixed, https://swarizonanews.com/
SW Arkansas Times,Questionable Sources,Mixed, https://swarkansastimes.com/
SW Colorado News,Questionable Sources,Mixed, https://swcoloradonews.com/
SW Connecticut News,Questionable Sources,Mixed, https://swconnnews.com/
SW Georgia News,Questionable Sources,Mixed, https://swgeorgianews.com/
SW Riverside News,Questionable Sources,Mixed, https://swriversidenews.com/
SW Valley Times,Questionable Sources,Mixed, https://swvalleytimes.com/
SwampDrain.com,Questionable Sources,Low, https://swampdrain.com
Swarajya,Questionable Sources,Low, https://swarajyamag.com/
Syria News,Questionable Sources,Low, https://syrianews.cc/
Taki's Magazine,Questionable Sources,Low, http://takimag.com/
Tallahassee Sun,Questionable Sources,Mixed, https://tallahasseesun.com/
Tampa Republic,Questionable Sources,Mixed, https://tamparepublic.com/
TashNews,Questionable Sources,Low, http://www.tashnews.com
Tasnim News Agency,Questionable Sources,Mixed,  https://www.tasnimnews.com/en
TB Daily News,Questionable Sources,Mixed, https://tbdailynews.com/
TD Newswire,Questionable Sources,Very Low, http://www.tdnewswire.com/
TdtAlliance.com,Questionable Sources,Low, https://www.tdtalliance.com/
Tea Party Inc.,Questionable Sources,Low, https://www.teaparty.org/
Tea Party Patriots,Questionable Sources,Mixed, http://www.teapartypatriots.org/
TechStartups,Questionable Sources,Mixed, https://techstartups.com/
Teddy Stick,Questionable Sources,Low, https://teddystick.com/
Telesur,Questionable Sources,Mixed, https://www.telesurenglish.net/
Tell Me Now,Questionable Sources,Low, http://www.tmn.today/
The American Mirror,Questionable Sources,Low, http://theamericanmirror.com/
The Angry Patriot,Questionable Sources,Very Low, http://www.angrypatriotmovement.com/
The Bearded Patriot,Questionable Sources,Low, https://thebeardedpatriot.com/
The Beltway Report,Questionable Sources,Mixed, https://www.thebeltwayreport.com/
The BL,Questionable Sources,Mixed, https://thebl.com/
The Blacksphere,Questionable Sources,Mixed, https://theblacksphere.net/
The Blaze,Questionable Sources,Mixed, https://www.theblaze.com/
The Boston Tribune,Questionable Sources,Low, http://thebostontribune.com/
The Buffalo Chronicle,Questionable Sources,Mixed, https://buffalochronicle.com
The Conservative Brief,Questionable Sources,Mixed, https://www.theconservativebrief.com
The Conservative Central,Questionable Sources,Low, https://theconservativecentral.com/
The Conservative Papers,Questionable Sources,Mixed, https://conservativepapers.com/
The Daily Bell,Questionable Sources,Low, http://www.thedailybell.com/
The Daily Wire,Questionable Sources,Mixed, https://www.dailywire.com
The DC Clothesline,Questionable Sources,Low, http://www.dcclothesline.com/
The DC Patriot,Questionable Sources,Low, https://thedcpatriot.com/
The Deplorable Society,Questionable Sources,Low, https://thedeplorablesociety.com
The Duran,Questionable Sources,Low, https://theduran.com/
The Economic Times,Questionable Sources,Mixed, http://economictimes.indiatimes.com/
The Epoch Times,Questionable Sources,Mixed, https://www.theepochtimes.com
The Federalist,Questionable Sources,Mixed, https://thefederalist.com/
The Federalist Papers Project,Questionable Sources,Low, http://thefederalistpapers.org/
The Federation for American Immigration Reform,Questionable Sources,Low, http://www.fairus.org/
The Free Patriot,Questionable Sources,Low, http://thefreepatriot.org/
The Free Telegraph,Questionable Sources,Mixed, https://freetelegraph.com/
The Freedom Times,Questionable Sources,Low, https://www.thefreedomtimes.com/
The Frisky,Questionable Sources,Mixed, https://thefrisky.com/
The Gateway Pundit,Questionable Sources,Very Low, https://www.thegatewaypundit.com/
The Goldwater,Questionable Sources,Low, http://www.thegoldwater.com/
The Horn,Questionable Sources,Low, https://thehornnews.com/
The LA Post,Questionable Sources,Low, https://thelapost.com/
The Last Refuge,Questionable Sources,Low, https://theconservativetreehouse.com/
The Last Resistance,Questionable Sources,Low, https://lastresistance.com/
The Laugh Club,Questionable Sources,Low, https://www.thelaughclub.net/
The Liberty Daily,Questionable Sources,Mixed, https://thelibertydaily.com/
The Liberty Eagle,Questionable Sources,Mixed, http://www.thelibertyeagle.com
The Majalla,Questionable Sources,Mixed, https://eng.majalla.com/
The Millennium Report,Questionable Sources,Low, http://themillenniumreport.com
The National (UAE),Questionable Sources,Mixed, https://www.thenational.ae
The National Patriot,Questionable Sources,Low, http://www.thenationalpatriot.com/
The National Pulse,Questionable Sources,Mixed, https://thenationalpulse.com/
The Nationalist Review,Questionable Sources,Low, https://www.nationalistreview.net/
The New Observer,Questionable Sources,Very Low, http://newobserveronline.com/
The New York Evening,Questionable Sources,Very Low, http://thenewyorkevening.com/
The News Guru,Questionable Sources,Low, https://mynewsguru.com
The Other 98%,Questionable Sources,Low, https://other98.com
The Patriot Nation,Questionable Sources,Low, http://thepatriotnation.net/
The Peoples Truth,Questionable Sources,Low, http://thepeoplestruth.com/
The Political Tribune,Questionable Sources,Low, http://www.thepoliticaltribune.com/
The Politics Online,Questionable Sources,Low, http://thepolitics.online
The Premium News,Questionable Sources,Low, http://thepremiumnews.com/
The Proud Conservative,Questionable Sources,Low, http://www.proudcons.com/
The Proud Liberal,Questionable Sources,Mixed, http://theproudliberal.org/
The Red Elephants,Questionable Sources,Very Low, https://theredelephants.com/
The Religion of Peace,Questionable Sources,Low, https://www.thereligionofpeace.com/
The Remnant Newspaper,Questionable Sources,Low, https://remnantnewspaper.com
The RFAngle,Questionable Sources,Mixed, https://rfangle.com/
The Right Scoop,Questionable Sources,Mixed, http://therightscoop.com/
The Right Stuff,Questionable Sources,Very Low, https://therightstuff.biz/
The Rightists,Questionable Sources,Low, http://therightists.com/
The Science Times,Questionable Sources,Mixed, https://www.sciencetimes.com/
The Scoop,Questionable Sources,Mixed, https://thescoop.us/
The Tehran Times,Questionable Sources,Mixed, https://www.tehrantimes.com/
The Times of America,Questionable Sources,Low, http://www.digifection.com/
The True Defender,Questionable Sources,Low, https://thetruedefender.com/
The True Reporter,Questionable Sources,Low, https://thetruereporter.com/
The Trump Media,Questionable Sources,Low, http://thetrumpmedia.com/
The Truth Division,Questionable Sources,Low, http://thetruthdivision.com/
The Truth Voice,Questionable Sources,Low, http://www.thetruthvoice.net/
The Union Journal,Questionable Sources,Low, https://theunionjournal.com/
The Unz Review,Questionable Sources,Low, http://www.unz.com/
The US Patriot,Questionable Sources,Low, http://theuspatriot.com/
The USA Conservative,Questionable Sources,Low, http://usa-conservative.com/
The Washington Feed,Questionable Sources,Mixed, http://washingtonfeed.com/
The Washington Reporter,Questionable Sources,Mixed, https://thewashingtonreporter.com/
The Washington Sentinel,Questionable Sources,Mixed, https://thewashingtonsentinel.com
The Washington Standard,Questionable Sources,Low,
TheBreakingNews,Questionable Sources,Low, http://thebreakingnews.today
TheDonald.Win,Questionable Sources,Low, https://thedonald.win/
ThePoliticalBrief.com,Questionable Sources,Very Low, https://thepoliticalbrief.com/
TheSpectator.info,Questionable Sources,Very Low, https://thespectator.info/
Think Americana,Questionable Sources,Low, https://thinkamericana.com
Today Breaking News,Questionable Sources,Low, https://www.chicagodaily.pro
Today Dispatch,Questionable Sources,Low, http://todaydispatch.com/
ToddStarnes.com,Questionable Sources,Mixed, https://www.toddstarnes.com/
TooFab,Questionable Sources,Mixed, https://toofab.com/
Top Right News,Questionable Sources,Low, http://toprightnews.com
Top Topic,Questionable Sources,Low, https://www.toptopic.club
Toronto Today,Questionable Sources,Low, https://www.torontotoday.net/
Townhall,Questionable Sources,Mixed, https://townhall.com/
TPL News,Questionable Sources,Mixed, http://tplnews.com
Treasure Coast Sun,Questionable Sources,Mixed, https://treasurecoastsun.com/
Trending Politics,Questionable Sources,Mixed, https://trendingpolitics.com/
Trigger Reset,Questionable Sources,Low, https://triggerreset.net
True Activist,Questionable Sources,Low, https://www.truthexam.com/
True Blue Scoop,Questionable Sources,Low, https://www.truebluescoop.com
True Viral News,Questionable Sources,Low, https://trueviralnews.com
Trump Train News,Questionable Sources,Mixed, https://trumptrainnews.com/
Trump.News,Questionable Sources,Low, http://trump.news/
Trumpservative News,Questionable Sources,Low, http://www.trumpservativenews.info
Truth and Action,Questionable Sources,Low, http://www.truthandaction.org/
Truth in Media,Questionable Sources,Low, http://truthinmedia.com/
Truth Monitor,Questionable Sources,Low, https://www.truthmonitor.com/
Truth Revolt,Questionable Sources,Low, http://www.truthrevolt.org/
Truth Uncensored,Questionable Sources,Low, http://truthuncensored.net/
Truthfeed,Questionable Sources,Low, http://truthfeednews.com
Tucson Standard,Questionable Sources,Mixed, https://tucsonstandard.com/
Tulare Times,Questionable Sources,Mixed, https://tularetimes.com/
Turning Point USA,Questionable Sources,Low, https://www.tpusa.com/ and https://www.turningpoint.news/
Tuscaloosa Leader,Questionable Sources,Mixed, https://tuscaloosaleader.com/
Uncle Sam's Misguided Children,Questionable Sources,Low, https://news.unclesamsmisguidedchildren.com/
UncoverDC,Questionable Sources,Low, https://uncoverdc.com/
Underground Journalist,Questionable Sources,Low, http://undergroundjournalist.org/
Understanding the threat,Questionable Sources,Low, https://www.understandingthethreat.com/
Unique Web Magazine,Questionable Sources,Low, http://uniquewebmagazine.com/
Unite America First,Questionable Sources,Low, https://uniteamericafirst.com/
Universe Politics,Questionable Sources,Low, http://universepolitics.com/
Upper Delta News,Questionable Sources,Mixed, https://upperdeltanews.com/
US Advisor,Questionable Sources,Low, http://ushealthyadvisor.com/
US Backlash,Questionable Sources,Very Low, https://usbacklash.org/
US Chronicle,Questionable Sources,Low, http://www.uschronicle.com/
US Herald,Questionable Sources,Low,  http://usherald.com/
US Info News,Questionable Sources,Very Low, http://usinfonews.com/
US Journal Review,Questionable Sources,Low, http://usjournalreview.com/
US Liberty Wire,Questionable Sources,Low, https://uslibertywire.com/
US National News,Questionable Sources,Mixed, http://usnationalnews.org
USA Conservative Report,Questionable Sources,Low, http://usaconservativereport.com
USA Daily Post,Questionable Sources,Low, http://usadailypost.us/
USA Daily Review,Questionable Sources,Very Low, https://usadailyreview.com/
USA Dose News,Questionable Sources,Low, http://usadosenews.com/
USA In Front,Questionable Sources,Low, http://usainfront.com
USA is Online,Questionable Sources,Very Low, https://usaisonline.com/
USA News for You,Questionable Sources,Low, http://usanews4u.us/
USA News Today,Questionable Sources,Low, http://usanewstoday.org/
USA News/Politics News USA,Questionable Sources,Very Low, http://politicsusanews.com/
USA News/States-TV,Questionable Sources,Low, http://states-tv.com/
USA Newsflash,Questionable Sources,Low, http://usanewsflash.com/
Usa Politics Now,Questionable Sources,Low, http://usapoliticsnow.com/
USA Public Life,Questionable Sources,Low, http://www.usapubliclife.com
USA Really,Questionable Sources,Very Low, https://usareally.com
USA Supreme,Questionable Sources,Very Low, https://www.usasupreme.com/
USA Television,Questionable Sources,Very Low, http://usa-television.com/
USA Viral News Today,Questionable Sources,Low, http://www.usaviralnewstoday.com/
USA World Box,Questionable Sources,Low, http://www.usaworldbox.com/
USAFirstInfo,Questionable Sources,Low, http://www.usafirstinformation.com/
USAnetwork.info,Questionable Sources,Very Low, https://usanetwork.info
UsLibertyWire.club,Questionable Sources,Very Low, https://www.uslibertywire.club
USPostman,Questionable Sources,Low, http://uspostman.com/
USSA News,Questionable Sources,Mixed, https://ussanews.com/
Vanguard America,Questionable Sources,Very Low, https://bloodandsoil.org/
Vatican Radio,Questionable Sources,Mixed, http://en.radiovaticana.va/
Vdare,Questionable Sources,Low, https://vdare.com/
Verdugos News,Questionable Sources,Mixed, https://verdugosnews.com/
Victor Valley Times,Questionable Sources,Mixed, https://victorvalleytimes.com/
Vidmax,Questionable Sources,Low, http://vidmax.com/
Viral Cocaine,Questionable Sources,Low, https://viralcocaine.com/
Viral Hatch,Questionable Sources,Low, https://viralhatch.com/
Viral Liberty,Questionable Sources,Very Low, http://viralliberty.com/
Viral Patriot,Questionable Sources,Low, https://theviralpatriot.com/
Voice of Europe,Questionable Sources,Low, https://voiceofeurope.com/
Walk with Her,Questionable Sources,Low, http://walkwithher.com/
WallBuilders,Questionable Sources,Low, https://wallbuilders.com
Warner Robins Today,Questionable Sources,Mixed, https://warnerrobinstoday.com/
Washington News Press,Questionable Sources,Very Low, https://fibrohealthnews.com/
Washington Pundit,Questionable Sources,Low, https://thewashingtonpundit.com
Washington Times,Questionable Sources,Mixed, https://www.washingtontimes.com/
WayneDupree.com,Questionable Sources,Low, https://www.waynedupree.com/
We Conservative,Questionable Sources,Very Low, http://weconservative.com/
We Love Trump,Questionable Sources,Very Low,
We The People Daily,Questionable Sources,Mixed, https://wethepeopledaily.com/
Web Daily,Questionable Sources,Low, https://www.webdaily.com/
West Central Alabama News,Questionable Sources,Mixed, https://wcalabamanews.com/
West Contra Costa News,Questionable Sources,Mixed, https://westcontracostanews.com/
West El Dorado News,Questionable Sources,Mixed, westeldoradonews.com
West Florida News,Questionable Sources,Mixed, https://westflnews.com/
West HIllsborough News,Questionable Sources,Mixed, https://westhillsboroughnews.com/
West LA Times,Questionable Sources,Mixed, https://westlatimes.com/
West SBV Times,Questionable Sources,Mixed, https://westsbvtimes.com/
West SFV Today,Questionable Sources,Mixed, https://westsfvtoday.com/
West SGV News,Questionable Sources,Mixed, https://westsgvnews.com/
West Ventura News,Questionable Sources,Mixed, https://westventuranews.com/
West Volusia News,Questionable Sources,Mixed, https://westvolusianews.com/
Western Journal,Questionable Sources,Mixed, https://www.westernjournal.com/
Western Sentinel,Questionable Sources,Low, http://www.westernsentinel.com/
What's the Harm,Questionable Sources,Mixed, http://whatstheharm.net/
WhatRegistrater.com (Fake Fox News),Questionable Sources,Very Low, https://whatregistrater.com/xq289
WikiIslam,Questionable Sources,Mixed, http://wikiislam.net
Wine Country Times,Questionable Sources,Mixed, https://winecountrytimes.com/
Wings Over Scotland,Questionable Sources,Mixed, https://wingsoverscotland.com
Winning Democrats,Questionable Sources,Low, http://winningdemocrats.com/
Wiregrass Times,Questionable Sources,Mixed, https://wiregrasstimes.com/
Witherspoon Institute,Questionable Sources,Low, https://www.thepublicdiscourse.com/
Woke Sloth,Questionable Sources,Mixed, https://wokesloth.com
Women are Human,Questionable Sources,Mixed, https://www.womenarehuman.com/
Women's Rights News,Questionable Sources,Mixed, https://www.facebook.com/WOMENSRIGHTSNEWS/
World Net Daily (WND),Questionable Sources,Low, https://www.wnd.com/
World News Politics,Questionable Sources,Low, https://www.worldnewspolitics.com/
World Tribune,Questionable Sources,High, https://www.worldtribune.com
WorldPolitics News,Questionable Sources,Low, http://24wpn.com/
WorldStarHipHop,Questionable Sources,Mixed, https://www.worldstarhiphop.com/
Yavapai News,Questionable Sources,Mixed, https://yavapainews.com/
Yellowhammer Times,Questionable Sources,Mixed, https://yellowhammertimes.com/
Yes I'm Right,Questionable Sources,Low, https://yesimright.com/
YourContent,Questionable Sources,Mixed, https://www.yc.news/
Yuba-Sutter Times,Questionable Sources,Mixed, https://yubasuttertimes.com/
Zenith News,Questionable Sources,Low, https://zenith.news/
ZootFeed,Questionable Sources,Low, http://www.zootfeed.com/
Zox (Maga2020.us),Questionable Sources,Very Low, http://maga2020.us
